,text,y,split
4033,plot follows predictable connectthedots course director john schultz color picture evocative shade,1,5
4034,nice piece work,1,4
4035,katzs documentary doesnt much panache material rich doesnt need,1,5
4036,get image big papa spanning history rather suspending,1,9
4037,evelyns strong cast surehanded direction make winning heartwarming yarn,1,5
4038,aunque recurre ciertos clichés del género la poderosa actuación de robin williams perdona la falla del guión,1,9
4039,conventional heartwarming tale,1,7
4040,thoughtprovoking picture,1,7
4041,outstanding thriller recent year,1,8
4042,skin desolate air eyre native american raised white parent manages infuse rocky path sibling reconciliation flash warmth gentle humor,1,5
4043,quiet power,1,4
4044,concerned overall feeling broader idea openended question concrete story definitive answer soderberghs solaris gorgeous deceptively minimalist cinematic tone poem,1,4
4045,intelligent romantic thriller oldschool kind quality,1,2
4046,sword fighting well done auteuil goofy pleasure,1,8
4047,yes mibii rote work predictable philosophical visual coming right end extravagantly redeems,1,3
4048,cant quite maintain initial momentum remains sporadically funny throughout,1,5
4049,fantasma boldly confidently orchestrated aesthetically sexually impact deeply rightly disturbing,1,8
4050,still adam sandler little nicky many u thats good enough,1,3
4051,here yet another cool crime actually manages bring something new mix,1,9
4052,lee achievement extends supple understanding role brown played american culture athlete star image black indomitability,1,1
4053,kaufman jonze take huge risk ponder whole notion passion desire human being passion life emptiness feel missing,1,7
4054,tends remind really solid woody allen excellent use new york locale sharp writing,1,6
4055,centered life experience particular theatrical family marvelous documentary touch ever gracefully entire history yiddish theater america israel,1,0
4056,despite gratuitous cinematic distraction impressed upon still good fun,1,4
4057,immersive power giant screen hyperrealistic image put perfect use breathtakingly beautiful outerspace documentary space station 3d,1,7
4058,unmistakable easy joie de vivre,1,6
4059,anything else kissing jessica stein injects freshness spirit romantic comedy genre held hostage generic script seek remake sleepless seattle,1,7
4060,usual impossible stunt many scene lean tough enough fit modern action,1,3
4061,mostly work universal theme earnest performance excellent use music india popular gulzar jagjit singh,1,0
4062,thing wild imax film dont chimp lot chimp blown size house thats fun kid age,1,5
4063,writerdirector david caesar ladle local flavour hugely enjoyable changing time clashing culture pleasure wellmade pizza,1,7
4064,rarely seen willing champion fallibility human heart,1,1
4065,holofcener reject patent solution dramatize life messiness inside strange quirk,1,3
4066,like full monty sure raise audience spirit leave singing long credit roll,1,0
4067,gleefully grungy hilariously wicked black comedy,1,7
4068,kinnear dafoe give may performance career,1,0
4069,great party,1,5
4070,moving story determination human spirit,1,6
4071,brown sugar admirably aspires another best man clone weaving theme throughout funny,1,3
4072,gulpilil commanding screen presence character abundant humanism make film moral compass,1,5
4073,stylish thriller,1,6
4074,effortlessly accomplished richly resonant work,1,8
4075,way lagaan quintessential bollywood except much much better,1,4
4076,though never rise full potential still offer great deal insight female condition timeless danger emotion repressed,1,1
4077,scotland look wonderful fan often funny fanatic showdown sure beat bad day golf,1,2
4078,enlivens beyond astute direction cardoso beautifully detailed performance actor note defiance social dictate,1,2
4079,emotion impressively true hotblooded lead task,1,7
4080,although lack detail book pack serious suspense,1,9
4081,id watch two together new york minute,1,2
4082,there nothing like love give b12 shot cq shimmer,1,1
4083,moving essay specter death especially suicide,1,7
4084,different apple striking encourage u see samira makhmalbaf distinctive sensibility working develop language conspicuous success,1,9
4085,like le dizzily gorgeous companion mr wongs mood love much hong kong despite mainland setting,1,3
4086,somber almost completely unrelieved comedy beyond wistful everyday irony working poor,1,3
4087,coral reef adventure heavyweight fight good fight behalf world endangered reef let picture punching,1,3
4088,overall result intelligent realistic portrayal testing boundary,1,5
4089,poignant moving walk remember inspirational love story capturing innocence idealism first encounter,1,8
4090,worth salute trying complex average,1,0
4091,handsome sophisticated approach workplace romantic comedy,1,6
4092,shimmeringly lovely comingofage portrait shot artful watery tone blue green brown,1,2
4093,cherish doesnt completely survive tonal transformation dark comedy suspense thriller got enough charm appealing character quirk forgive still serious problem,1,4
4094,many way reminiscent 1992s unforgiven also utilized scintillating force actor draw menace sparse dialogue,1,3
4095,admire harsh objectivity refusal seek tear sympathy,1,0
4096,often watchable though goofy lurid blast costume drama set late 15th century,1,5
4097,entire cast firstrate especially sorvino,1,9
4098,cat meow mark return form director peter bogdanovich,1,5
4099,strictly lightweight escapist,1,7
4100,sensitive smart savvy compelling comingofage drama delf passiveaggressive psychology codependence struggle selfesteem,1,7
4101,culmination everyones effort given life selection appears final form last dance,1,9
4102,questioning election process payami graphically illustrates problem fledgling democracy also strength sense freedom iranian people already posse without access ballot box,1,9
4103,charming funny,1,6
4104,manages find greatness hue drastic iconography,1,1
4105,streamlined tight brisk 85minute screwball thriller big trouble funny harmless substantial tub popcorn extra butter,1,4
4106,consummate actor barry done excellent work,1,4
4107,biggest problem nearly long enough,1,5
4108,bad nowhere near good original,1,9
4109,ali graduation little screen big far le painful opening scene encounter overamorous terrier,1,2
4110,always appreciated smartly written motion picture whatever flaw igby go may posse undeniably,1,7
4111,sip vintage wine watch merchant ivory production ill settle nice cool glass iced tea jerry bruckheimer flick day week,1,3
4112,may undeserving victim critical overkill since town country,1,1
4113,chilly brooding quietly resonant psychological study domestic tension unhappiness,1,9
4114,best work u second helping love romance tragedy false dawn real dawn comic relief two separate crisis marriage ceremony lush scenery cotswold,1,7
4115,cold nervy memorable,1,2
4116,becomes fascinating study isolation frustration successfully recreates physical setting emotional tension papin sister,1,3
4117,spend benjamin matinee,1,1
4118,pretty good execution story thats lot richer one hollywood action screenwriter usually come,1,3
4119,worth seeing weaver lapaglia,1,9
4120,pleasant piece escapist entertainment,1,9
4121,among many pleasure lively intelligence artist perceptiveness situation,1,3
4122,consistently funny irresistible juniorhigh way consistently free gag would force give millisecond thought,1,5
4123,cute frisson discovery humor chaplin kidman keep nicely wound clock ticking humming,1,8
4124,storytelling may ordinary cast allstar reunion fan gosford park come assume another day brit cinema,1,2
4125,there something marching band get live,1,6
4126,cuaron repeatedly perversely undercut joie de vivre even creates giving mournful undercurrent place goodtime shenanigan welcome perspective,1,2
4127,definitely improvement first blade since doesnt take deadly seriously,1,3
4128,slambang extravaganza wildandwoolly walltowall good time,1,5
4129,whats infuriating full frontal close real life make sense whats invigorating doesnt give damn,1,8
4130,red dragon worthy place alongside hannibal movie hannibal would say yes like old friend dinner,1,0
4131,writerdirector juan carlos fresnadillo make feature debut fully formed remarkably assured,1,9
4132,insightfully written delicately performed,1,9
4133,perhaps grossest ever made funny though,1,4
4134,90minute postmodern voyage diverting thoughtprovoking id expected,1,2
4135,exceedingly rare film talk alone enough keep u involved,1,1
4136,heartbreakingly thoughtful minor classic work genuine singular artist,1,7
4137,affectionately goofy satire thats unafraid throw elbow necessary,1,5
4138,de niro murphy make showtime savory hilarious guilty pleasure many recent season,1,7
4139,jackson try keep plate spinning best bouncing back forth cant help become bit tedious even breathtaking landscape villainous varmint distract ricocheting,1,1
4140,filmmaker david weissman bill weber benefit enormously cockettes camera craziness performance home,1,5
4141,interesting historical study tragic love story,1,6
4142,stylish steady ultimately satisfying piece characterdriven storytelling,1,4
4143,picked swung around dropped back seat emotional force recent,1,3
4144,graham greene novel colonialism empire elevated michael caines performance weary journalist changing world,1,7
4145,though equally solipsistic tone enough vitality justify notion creating screen adaptation evans saga hollywood excess,1,3
4146,compulsively watchable matter degraded thing get,1,2
4147,delivers roughly equal amount beautiful movement inside information,1,4
4148,bon appétit like splendid meal red dragon satisfies ripe recipe inspiring ingredient certified cuisine palatable presentation,1,0
4149,structure simple way rabbitproof fence quest story grand lord ring,1,0
4150,charming thoughtprovoking new york fest life love reward,1,9
4151,people march beat different drum ever wondered kind house people live documentary take look 5 alternative housing option,1,1
4152,playfully profound crazier michael jackson top floor skyscraper nursery surrounded open window,1,1
4153,enthrall whole family,1,6
4154,charm first still story feel like logical unforced continuation career pair spy kid,1,8
4155,k 19 stay afloat decent dramaaction flick,1,1
4156,sends away believer quite cheered,1,8
4157,like best 60 minute exposé 80 minute actually quite entertaining,1,7
4158,83 minute document project started muddle seesawed back forth controlling interest multiple time found sweet spot,1,6
4159,emotionally spiritually compelling journey seen right eye right actor kind visual flair show great cinema really,1,9
4160,nair doesnt use monsoon wedding lament loss culture instead see chance revitalize always remarkable clungto tradition,1,3
4161,grant hoult carry believable people flawed assured wrong thing scared admit much may really need company others,1,6
4162,leading double life american come good matter play realistically always fairly,1,4
4163,affable maid manhattan jennifer lopezs aggressive sincere attempt take movie storm diva shrewdly surround company strictly alist player,1,6
4164,like mike harmlessly naïve slice bball fantasy fit filling real nbas offseason,1,6
4165,though writerdirector bart freundlichs ultimately becomes simplistic story dysfunctional parentchild relationship special quality soulful gravity crudups anchoring performance,1,9
4166,tu mamá también e un buen filme gracias lo poco convencional de su narrativa e quizá el proyecto más arriesgado en la carrera de alfonso cuarón,1,5
4167,lack action make drama suspense revenge romance,1,8
4168,offbeat enough keep interested without coming close bowling,1,2
4169,probe lighthearted way romantic problem individual yearning passion spell discontent,1,6
4170,elevates runofthemill single blender surreal sense humor technological finish,1,2
4171,female friendship men embrace woman talk hour,1,8
4172,directing story disjointed flaw laid squarely taylor doorstep actor make worth peek,1,0
4173,é uma pena que mais tarde próprio filme abandone tom de paródia e passe utilizar o mesmos clichês que havia satirizado,1,0
4174,light candle bring cake dont fret calorie there precious little substance birthday girl simply surprisingly nice light treat,1,0
4175,may drug dealer kidnapping unsavory folk tone pacing shockingly intimate,1,6
4176,massouds story epic also tragedy record tenacious humane fighter also prisoner ultimately victim history,1,6
4177,villainous vampire cup blood blade 2 definitely cut rest,1,8
4178,drumline ably capture complicated relationship marching band,1,2
4179,deliberately lack irony genuine dramatic impact play like powerful 1957 drama weve somehow never seen,1,2
4180,point way adventurous indian filmmaker toward crossover nonethnic market,1,1
4181,seems based ugly idea instead ugly behavior happiness hence storytelling far appealing,1,8
4182,sum jack ryans doover give credit everyone robinson key grip bold move work especially give credit affleck,1,8
4183,intelligently made beautifully edited picture least spark life say plenty movie flow hollywood pipeline without hitch,1,4
4184,terrific date whatever orientation,1,2
4185,story work one thin scattered work well enough make worth watching,1,4
4186,lack originality make effective cheap moment fright dread,1,9
4187,pain loneliness insecurity screenwriting process vividly painfully brought slovenly life selfdeprecating biting witty feature written charlie kaufman twin brother donald directed spike jonze,1,3
4188,gem,1,2
4189,witty vibrant intelligent,1,5
4190,stitched together energy intelligence verve enhanced surplus vintage archive footage,1,2
4191,miller come bracing intelligence vision painterly literary,1,4
4192,moody oozing chilling heartwarming twisting unpredictable catandmouse thriller,1,1
4193,eight legged freak clever funny amused special effect leaf feeling like youve seen instead endless trailer,1,6
4194,historical filmmaking without balm rightthinking ideology either liberal conservative mr scorsese bravery integrity advancing vision hardly underestimated,1,5
4195,thriller whose style structure rhythm integrated story cannot separate,1,4
4196,hoot watching rock chomp jumbo ant pull arrow back leap unscathed raging fire,1,7
4197,returning director rob minkoff screenwriter bruce joel rubin done fine job updating white dry wit new age,1,5
4198,unfolds wallop youarethere immediacy bullet start fly first instinct duck,1,0
4199,strong script powerful direction splendid production design allows u transported life wladyslaw szpilman pianist good human,1,8
4200,unflinching look world dispossessed,1,8
4201,fails fulfill ambitious goal nonetheless sustains interest long buildup expository material,1,8
4202,polanski found perfect material address world war ii experience signature style,1,4
4203,life affirming heartbreaking sweet without decay factor funny sad,1,8
4204,offbeat fanciful human need monster blame amiss world,1,7
4205,colorful joyous celebration life tapestry woven romance dancing singing unforgettable character,1,1
4206,frei assembles fascinating profile deeply humanistic artist spite he witnessed remains surprisingly idealistic retains extraordinary faith ability image communicate truth world around,1,7
4207,nicely combine enigmatic feature memento hallucinatory drug culture requiem dream,1,3
4208,well paced satisfying little drama deserved better directtovideo release,1,5
4209,best part gang daniel daylewis,1,9
4210,treat depiction giving dream youre struggling nobody,1,2
4211,rare film seems though written somehow manages convince almost everyone put screen,1,5
4212,gripping documentary reveals deep antagonism lie wartorn jerusalem,1,9
4213,director chris wedge screenwriter michael berg michael j wilson peter ackerman create episode rival vintage looney tune creative mayhem brief amount time,1,3
4214,film effective aspect tchaikovsky soundtrack neurasthenic regret,1,1
4215,solondz creates effective moment discomfort character viewer alike,1,6
4216,film appeal lot casting juliette binoche sand brings role pale dark beauty characteristic warmth,1,6
4217,amused entertained unfolding bielinskys cleverly constructed scenario greatly impressed skill actor involved enterprise,1,3
4218,somehow m griffith mr pryce bring wild welsh whimsy,1,7
4219,mature fatal attraction complete indecent proposal relevant 9 ½ week unfaithful intimate universal cinema,1,9
4220,dolorous trim secretary genial romance maintains surprisingly buoyant tone throughout notwithstanding writer sporadic dip pop freudianism,1,9
4221,fanciful drama napoleon last year surprising discovery love humility,1,0
4222,highly personal look effect living dysfunctionally privileged lifestyle end wish could spent time world,1,2
4223,eric schweig graham greene exude air dignity thats perfect proud warrior still lingers soul character,1,6
4224,lovely amazing holofceners deep uncompromising curtsy woman know likely said done love piece trust,1,5
4225,campbell scott find ideal outlet flickknife diction role roger swanson,1,0
4226,fiji diver rusi vulakoro married couple howard michelle hall show u world love make u love,1,7
4227,russian ark new treasure hermitage,1,8
4228,animated sequence well done perfectly constructed convey sense childhood imagination creating adventure angst,1,7
4229,definitely step right direction,1,9
4230,princess sorvino glide gracefully male persona female without missing beat ben kingsley truly funny playing kind ghandi gone bad,1,5
4231,ourside theatre roger might intolerable company inside he well worth spending time,1,8
4232,gem captured unhurried lowkey style favored many director iranian new wave,1,6
4233,era big star high production value standard procedure narc strike defiantly retro chord outpaces contemporary daring verve,1,9
4234,almost peerlessly unsettling,1,1
4235,range laughoutloud hilarious wonderwhat timeitis tedious,1,8
4236,film gamble occasionally break liveaction scene animated sequence pay sensitive handling delicate subject matter,1,5
4237,talk perfect many made still quite worth seeing,1,3
4238,beating austin power film game blaxploitation spoof downplays raunch favor gag rely strength cleverness opposed extent outrageousness,1,4
4239,dark gritty sometimes funny little gem,1,8
4240,visual panache compelling supporting character heart rest relationship sullivan son,1,2
4241,make salton sea surprisingly engrossing caruso take atypically hypnotic approach world thats often handled fastedit hoppedup fashion,1,2
4242,hiddenagenda drama shout classic french nuance,1,9
4243,spy kid 2 island lost dream spy kid franchise establishes durable part landscape james bond series kid,1,5
4244,invaluable historical document thanks filmmaker extraordinary access massoud whose charm cultivation devotion people readily apparent,1,1
4245,performance four main actress bring character life little melodramatic enough hope keep engaged,1,7
4246,lan yu seems altogether slight called kind masterpiece however completely honest openhearted appeal anyone willing succumb,1,7
4247,everyone able appreciate wonderful cinematography naturalistic acting,1,9
4248,oftenhilarious farce manages generate belly laugh lowbrow comedy without sacrificing highminded appeal,1,7
4249,stock silver bullet director neil marshall intense freight train,1,0
4250,expands limit taking u life woman might give second look passed street,1,4
4251,farcical element seemed pat familiar hold interest yet diverting grim message good,1,0
4252,shanghai ghetto may dramatic roman polanskis pianist compassionate spirit soar every bit high,1,9
4253,despite annoyance capable clayburgh tambor really great job anchoring character emotional reality middle age,1,7
4254,underworld urban angst derivative martin scorsese taxi driver goodfellas speaks,1,5
4255,film heady yet far impenetrable theory suggests russian take comfort closedoff nationalist reality,1,4
4256,despite modest aspiration occasional charm dismissed,1,1
4257,constantly touching surprisingly funny semisurrealist exploration creative act,1,4
4258,journey worth time especially ellen pompeo sitting next ride,1,7
4259,merci pour le,1,6
4260,every cheesy scene though really cool bit movie conception futureworld holographic librarian orlando jones know everything answer question visually smart cleverly written nicely realized,1,8
4261,set m birots apart others genre greater attention parent particularly fateful father emotional evolution two bewitched adolescent,1,0
4262,three woman deliver remarkable performance,1,2
4263,claire terrific role someone like judd really ought playing villain,1,7
4264,clear mehta simply wanted update beloved genre thousand indian fancy sophisticated cheeselaced spectacle pack em subcontinent,1,9
4265,compassionately explores seemingly irreconcilable situation conservative christian parent estranged gay lesbian child,1,5
4266,soundtrack alone worth price admission,1,7
4267,rodriguez splendid job racial profiling hollywood stylecasting excellent latin actor agesa trend long overdue,1,1
4268,beneath film obvious determination shock cost lie considerable skill determination backed sheer nerve,1,2
4269,bielinsky filmmaker impressive talent,1,6
4270,beautifully acted directed clear washington certainly new career ahead chooses,1,6
4271,visual spectacle full stunning image effect,1,7
4272,gentle engrossing character study,1,2
4273,enough watch huppert scheming small intelligent eye steady noir villain enjoy perfectly pitched web tension chabrol spin,1,1
4274,engrossing portrait uncompromising artist trying create something original backdrop corporate music industry seems care bottom line,1,8
4275,mischievous visual style oodles charm make cherish good great,1,7
4276,recent argentine son bride reminded u feelgood still show real heart time favor present u action actually brain,1,6
4277,strong piece work,1,5
4278,stirring tribute bravery dedication world reporter willingly walk nightmare war record event posterity help u clearly see world making,1,0
4279,importance earnest thick wit play like reading bartlett familiar quotation,1,2
4280,daring beautifully made,1,4
4281,made teen reviewed recommended 20 year age mild rental,1,6
4282,imagine henry bthe gift magib relocated scuzzy underbelly nycs drug scene merry friggin christmas,1,9
4283,give pretty good overall picture situation laramie following murder matthew shepard,1,0
4284,lead performance oscarsize quaid utterly fearless tortured husband living painful lie moore wonderfully underplays longsuffering heroine unflappable 50 dignity somewhere jane wyman june cleaver,1,0
4285,ferrara best year,1,7
4286,remarkably insightful look backstage angst standup comic,1,1
4287,nothing short wonderful tenyearold female protagonist steadfast refusal set dualistic battle good evil,1,3
4288,davis candid archly funny deeply authentic take intimate relationship come fruition sophomore effort,1,4
4289,enjoyable expected though thats laugh come fairly basic comedic construct cinematic pratfall given working cast spot mood laid back,1,8
4290,match neorealisms impact showing humanity wartorn land filled people want live life,1,0
4291,moviegoer would automatically bypass hiphop documentary give scratch second look,1,9
4292,babyfaced renner eerily convincing bland blank man unimaginable demon within,1,5
4293,romantic riveting handsomely animated,1,2
4294,competent unpretentious entertainment destined fill afterschool slot shopping mall theater across country,1,6
4295,shot largely small room gentle unforced intimacy never becomes claustrophobic,1,8
4296,janice beard falter recycled aspect implausibility sag pace rise courageousness comedic employment,1,9
4297,byler savvy filmmaker let morph typical romantic triangle instead focus anguish develop mull leaving familiar traverse uncharted ground,1,8
4298,mcgrath deftly trimmed dickens wonderfully sprawling soap opera better focus hero odyssey cowering poverty courage happiness,1,0
4299,chance see three splendid actor turn larky chase emotionally satisfying exploration human need somebody belong somebody,1,7
4300,metaphor abound easy take face value enjoy slightly humorous tender story,1,9
4301,directed dani kouyate burkina faso sia lack visual flair kouyate elicits strong performance cast delivers powerful commentary government lie matter run,1,8
4302,best comedy concert ive seen since chos previous concert comedy im want 2000,1,5
4303,broomfield reminds u beneath hype celebrity high life conspiracy mystery couple bright young men promising talented charismatic tragically doomed,1,8
4304,offer laugh insight toughest age kid go,1,9
4305,perceptive goodnatured,1,5
4306,amused indictment jagloms profession,1,9
4307,small big heart,1,1
4308,hugely accomplished slice hitchcockian suspense,1,3
4309,formula familiar enjoyable,1,1
4310,tell fascinating compelling story,1,6
4311,triumph hews world carry u effortlessly darkness light,1,8
4312,begin conventional thriller evolves gorgeously atmospheric meditation lifechanging chance encounter,1,0
4313,lady duke smart romantic drama dare depict french revolution aristocrat perspective,1,7
4314,haunting fence conclusion hear ultimate fate girl realize much dismay really happen noyces greatest mistake thinking needed sweeping dramatic hollywood moment keep u,1,2
4315,world traveler might go anywhere new arrive anyplace special certainly honest attempt get something,1,8
4316,there much tongue cheek there doubt filmmaker fun,1,0
4317,there absolutely reason blue crush latesummer surfer girl entry entertaining,1,3
4318,actionthriller finest kind evoking memory day jackal french connection heat,1,2
4319,best many moon passion sometimes fuel best achievement time leave u stranded nothing lesser appetite,1,1
4320,capturing understated comedic agony everruminating genteel yet decadent aristocracy longer pay bill could well addressing turn 20th century 21st,1,7
4321,insomnia become rare remake eclipse original doesnt disgrace either,1,1
4322,classic cinema served heart humor,1,2
4323,stephen earnharts optimism group people struggling give better lot life one currently,1,7
4324,event weird honestly never knew hell coming next,1,6
4325,nicole holofceners lovely amazing screenplay jump head class woman film manage avoid ghetto sentimental chickflicks treating female folly satirical style,1,9
4326,jack nicholson make man watchable tribute craft legend,1,5
4327,solid emotional impact,1,0
4328,successfully blended satire high camp yet another sexual taboo really funny,1,4
4329,mark pellingtons latest pop thriller kooky overeager spooky subtly love myth,1,0
4330,maintaining appearance clinical objectivity sad occasionally horrifying often inspiring among wisemans warmest,1,2
4331,raimi crafted complicated hero welcome relief usual twodimensional offering,1,0
4332,enjoyable average summer diversion,1,7
4333,simply doubt asks right question right time history country,1,3
4334,youve patience great reward,1,9
4335,science fiction minority report astounds,1,6
4336,watching e era dominated cold loud specialeffectsladen extravaganza struck le lavish grandeur intimacy precision,1,7
4337,visually breathtaking viscerally exciting dramatically moving definition epic adventure,1,2
4338,chris columbus sequel faster livelier good deal funnier original,1,5
4339,watching feel isnt mainly suspense excitement dominant feeling something like nostalgia,1,1
4340,great participatory spectator sport,1,2
4341,rather brilliant little cult item pastiche childrens entertainment superhero comic japanese animation,1,6
4342,belief fervently humanity feel almost anachronistic cute half arriving particularly dark moment history offer flickering reminder tie bind u,1,2
4343,adam sandler art,1,1
4344,averse usually feelgood followyourdream hollywood fantasy got,1,8
4345,stone seems knack wrapping theater cold blanket urban desperation,1,3
4346,funny yet dark seedy clash culture generation,1,9
4347,hook drama within drama unsolved murder unresolved moral conflict jockey spotlight,1,9
4348,year hollywood crafted solid formula successful animated movie ice age improves terrific computer graphic inventive action sequence droll sense humor,1,1
4349,like smoke signal also imbued strong theme familial tie spirituality powerful moving without stooping base melodrama,1,5
4350,movie make u pause think given acquire fastpaced contemporary society,1,5
4351,original american production year youll find remembering refreshing visit sunshine state,1,4
4352,meld derivative element something often quite rich exciting always beauty behold,1,1
4353,give everyone something shout,1,7
4354,entire truncated feeling whats available lovely lovable,1,5
4355,thoughtful visually graceful work,1,9
4356,admirer director abel ferrara may relieved latest feature r xmas mark modest encouraging return form,1,2
4357,slambang superheroics kinetic enough engross even antsy youngster,1,4
4358,worthy addition cinematic canon last count numbered 52 different version,1,4
4359,deliciously meanspirited wryly observant,1,4
4360,kind primal storytelling george lucas dream,1,8
4361,even ring familiar ring still unusually crafty intelligent hollywood horror,1,1
4362,sheer joy pride took work shine every frame,1,6
4363,solidly constructed entertaining thriller stop short true inspiration,1,1
4364,cast keep pretty watchable casting mick jagger director escort service inspired,1,1
4365,entertaining somewhat standardized action,1,3
4366,dashing resourceful hero lisping reptilian villain big fight big hair lavish period scenery story complicated enough let bask cleverness figure,1,0
4367,enjoyable comedy lingual cultural difference château full life small delight wiggling energy young kitten,1,8
4368,intriguing downright intoxicating,1,8
4369,incredibly thoughtful deeply meditative picture neatly effectively capture debilitating grief felt immediate aftermath terrorist attack,1,0
4370,obvious rapport actor striking style behind camera hélène angel definitely director watch,1,4
4371,could easily called best korean 2002,1,1
4372,full detail man country well worth seeing,1,5
4373,banter calvin fellow barber feel like streetwise mclaughlin group never fails entertain,1,8
4374,thoroughly engrossing ultimately tragic,1,4
4375,peter jackson company dazzle delight u fulfilling practically every expectation either longtime tolkien fan moviegoing neophyte could want,1,4
4376,bill morrison decasia uncompromising difficult unbearably beautiful,1,5
4377,full bland hotel highway parking lot glimpse nature family warmth time discreet moan despair entrapment maze modern life,1,8
4378,even botch enigma offer pleasure handsome wellmade entertainment,1,6
4379,work transcends boymeetsgirl posturing typical love story,1,1
4380,reallife story genuinely inspirational stir u well,1,2
4381,ebullient tunisian startling transformation traditionbound widow drawn exotic world belly dancing,1,5
4382,dramatic crisis doesnt always succeed quest taken seriously hupperts volatile performance make riveting experience,1,9
4383,highly irritating first mr kourys passive technique eventually begin yield interesting result,1,8
4384,schmidt belongs nicholson gone flamboyant mannerism trademark several performance schmidt nicholson walk slow deliberate gait chooses word carefully subdues natural exuberance,1,0
4385,powder blue sunsplashed white tunis make alluring backdrop sensuous spirited tale prim widow find unlikely release bellydancing club,1,3
4386,doesnt make great cinema interesting see one imagination lead given opportunity,1,2
4387,sobering particularly anyone still think conflict resolved easily soon,1,5
4388,entirely memorable certainly easy watch,1,5
4389,time done u mira nairs new audience giddy delight discovery immersed foreign culture find human nature pretty much,1,0
4390,best indie year far,1,4
4391,ferrera charisma young woman know hold screen,1,4
4392,plot weave u complex web,1,7
4393,dont judge soon dark gritty story take totally unexpected direction keep going,1,3
4394,funny old saying go true,1,1
4395,death smoochy dont get williams usual tear smile sneer bile spectacle nothing short refreshing,1,2
4396,serviceable eurotrash action extravaganza decent sense humor plenty thing go boom handgun bmws seaside chateau,1,0
4397,fortunately elling never get cloying thanks actor perfect comic timing sweet genuine chemistry,1,5
4398,youve grown tired going man gone several movie take heart best star trek long time,1,7
4399,greg kinnear give mesmerizing performance fullfledged sex addict complete denial obsessive behavior,1,2
4400,comingofage story cautionary parable also perfectly rendered period piece,1,0
4401,ouve got love disney pic little cleavage heroine feisty principled jane,1,6
4402,funny triumphant moving documentary,1,4
4403,delirious fun,1,7
4404,lathan diggs carry charisma exhibit sharp comic timing make hackneyed element easier digest,1,6
4405,schmidt nicholsons goofy heartfelt mesmerizing king lear,1,5
4406,confluence kiddie entertainment sophisticated wit symbolic graphic design,1,1
4407,gay straight kissing jessica stein greatest date movie year,1,9
4408,full grace ultimately hope,1,8
4409,exciting wellpaced,1,5
4410,even better first,1,4
4411,compelling mix trial escape unexpected fable ensures never feel draggy,1,8
4412,must see side political spectrum,1,3
4413,reynolds take classic story cast attractive talented actor us magnificent landscape create feature wickedly fun watch,1,4
4414,problem even 3 oscar winner cant overcome nice girlbuddy get rocknrolling,1,9
4415,rich atmosphere postwar art world manages instruct without reeking research library dust,1,0
4416,rare capability soothe break heart single stroke,1,4
4417,rapidly develops gutwrenching examination way cultural difference emotional expectation collide,1,6
4418,though flirt bathos pathos oprahfication world know still cut way broken bone,1,4
4419,humbling little fueled light comedic work zhao benshan delicate way dong jie sort moviegoer complain dont make movie like used anymore,1,3
4420,e una de esas películas de la que uno sale reconfortado agradecido genuinamente sorprendido,1,5
4421,break heart many time,1,9
4422,straightshooting family award animal respect theyve rarely given,1,1
4423,overall interesting documentary imaxy,1,2
4424,war movie focus human interaction rather battle action sequence stronger,1,8
4425,secretary owned costars spader gyllenhaal maggie g make amazing breakthrough first starring role eats screen,1,8
4426,fit genre overexposed redolent thousand cliche yet remains uniquely vibrant originality,1,8
4427,charming funny beautifully crafted import us little dialogue making relatively effortless read follow action time,1,8
4428,almodóvar logra un filme entrañable lleno de compasión comprensión amor amistad esperanza humanidad que e sencillamente inolvidable,1,2
4429,kind sense humor derives workman grasp pun entendre attendant need constantly draw attention,1,1
4430,much storytelling move away solondzs social critique casting audience intellectual lector contemplation auteur professional injury,1,5
4431,story virtually impossible follow there certain style wit dialogue,1,1
4432,music make nice album food enticing italy beckons u,1,5
4433,earnest try beachcombing verismo would even indistinct striking quietly vulnerable personality m ambrose,1,8
4434,small scope yet perfectly formed,1,2
4435,jones delivered solidly entertaining moving family drama,1,0
4436,happy time maintains appealing veneer without becoming cute,1,1
4437,oliveira seems pursue silent representation every mournful composition,1,2
4438,pleasure walter documentary parade veteran painter confounded dealer miscellaneous bohos expound upon subject mysterious personality without ever explaining,1,8
4439,capture longing anguish ache confusing sexual message wish part elusive adult world,1,6
4440,he scariest guy youll see summer,1,6
4441,frailty offer chill much like get sitting around campfire around midnight telling creepy story give willies there way wont talking exit theater,1,2
4442,really quite funny,1,3
4443,choose gorgeous animation lame story like say treasure planet soso animation exciting clever story batch appealing character ill take latter every time,1,6
4444,quiet adult stately contemporary year true study questioning heart mind isnt afraid admit doesnt answer,1,6
4445,end le cheap thriller youd expect fairly revealing study two main character damagedgoods people whose orbit inevitably dangerously collide,1,6
4446,visual flourish little obvious restrained subtle storytelling fine performance make delicate comingofage tale treat,1,0
4447,hard especially grateful freedom like,1,1
4448,dirty joke provide funniest moment oddly sweet comedy jokester highway patrolman,1,3
4449,tu mamá también hilariously gloriously alive quite often hotter georgia asphalt,1,4
4450,work level certainly worth seeing least,1,0
4451,come away overwhelmed hopeful perhaps paradoxically illuminated,1,1
4452,material slight admittedly manipulative jacquot preserve toscas intoxicating ardor use camera,1,0
